Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
02.03.1213;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 5 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 3, Segment 80. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;28.58;Pflaster
03.10.1214;Ortbeton C30/37 herstellen;Ortbetonbauteil in Klasse C40/50, Expositionsklasse XC3, Sichtklasse ohne Sichtanforderung. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 14, Segment 165. Ausführung gem. DIN 18300, DIN 1998. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;49.89;Betonbau
04.09.1215;Entwässerungsleitung DN315 Steinzeug;Entwässerungsleitung DN500 aus Beton mit Gefälle 1.56 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 16, Segment 312. Ausführung nach DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;48.96;Entwässerung
05.05.1216;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Betonplatte, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 18, Segment 414. Dokumentation gem. DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;36.54;Kabelbau
06.04.1217;Erdarbeiten Aushub bis 2.05 m;Erdarbeiten: Aushub bis 2.62 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 13, Segment 182. Ausführung nach DIN 18300, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;54.24;Erdarbeiten
07.01.1218;Leitung DN63 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus GfK in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 39, Segment 446. Dichtheitsprüfung gemäß DIN 1045‑2, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;7.68;Leitungen
08.01.1219;Fertigteilschacht DN1200 setzen;Fertigteilschacht DN1500, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 13, Segment 133. Ausführung gem. DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;923.18;Schachtbau
09.06.1220;Asphalteinbau AC 16 D 12 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 28, Segment 271. Verdichtung und Ebenheit nach DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;42.7;Straßenbau
10.10.1221;Pflaster Granit Großpflaster 14/17 liefern & verlegen;Pflasterdecke Natursteinplatte 3 cm, Bettung 4 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 16, Segment 11. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, DIN EN 206. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;17.99;Pflaster
11.08.1222;Ortbeton C45/55 herstellen;Ortbetonbauteil in Klasse C35/45, Expositionsklasse XA1, Sichtklasse SB2. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 30, Segment 194. Ausführung gem. DIN 1045‑2, DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;25.21;Betonbau
12.04.1223;Entwässerungsleitung DN250 PP-HM;Entwässerungsleitung DN125 aus KG mit Gefälle 2.63 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, TV-Inspektion. Abschnitt 35, Segment 127. Ausführung nach DAfStb-Richtlinie, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;33.75;Entwässerung
01.10.1224;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NYY-J 4x16 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 46, Segment 50. Dokumentation gem. DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;74.08;Kabelbau
02.08.1225;Erdarbeiten Aushub bis 0.86 m;Erdarbeiten: Aushub bis 1.58 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 18, Segment 36. Ausführung nach DIN 1998, DIN 4124. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;48.55;Erdarbeiten
03.08.1226;Leitung DN110 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus PE100-RC in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 42, Segment 168. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300. Abrechnung nach m. Nachweis: As‑Built.;m;64.97;Leitungen
04.02.1227;Fertigteilschacht DN1500 setzen;Fertigteilschacht DN800, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 9, Segment 166. Ausführung gem. DIN 4124, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;952.42;Schachtbau
05.02.1228;Asphalteinbau AC 16 D 7 cm;Asphalteinbau: AC 11 D Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Fugenverguss. Abschnitt 41, Segment 465. Verdichtung und Ebenheit nach DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;14.81;Straßenbau
06.09.1229;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 6 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 20, Segment 237. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m². Nachweis: Messprotokoll.;m²;27.9;Pflaster
07.05.1230;Ortbeton C45/55 herstellen;Ortbetonbauteil in Klasse C50/60, Expositionsklasse XD2, Sichtklasse SB2. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 17, Segment 176. Ausführung gem. DIN 1045‑2, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;58.43;Betonbau
08.12.1231;Entwässerungsleitung DN125 PP-HM;Entwässerungsleitung DN600 aus Beton mit Gefälle 1.64 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, Dichtheitsprüfung. Abschnitt 13, Segment 333. Ausführung nach TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;46.07;Entwässerung
09.02.1232;Kabeltrasse NYY-J 4x16 herstellen;Kabeltrasse H07RN-F 5G16 mit Warnband, Sandbettung ≥10 cm, Warnband. Schachtbeschriftung. Abschnitt 49, Segment 236. Dokumentation gem. DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;15.26;Kabelbau
10.09.1233;Erdarbeiten Aushub bis 1.98 m;Erdarbeiten: Aushub bis 1.23 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 31, Segment 312. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;38.66;Erdarbeiten
11.02.1234;Leitung DN355 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN125 aus Stahl S235 in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 48, Segment 484. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;23.27;Leitungen
12.11.1235;Fertigteilschacht DN600 setzen;Fertigteilschacht DN1000, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 30, Segment 371. Ausführung gem. DIN 1045‑2, DIN 1998, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;907.79;Schachtbau
01.05.1236;Asphalteinbau AC 16 D 6 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 10 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 34, Segment 247. Verdichtung und Ebenheit nach DIN 4124, DIN EN 1610, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;26.74;Straßenbau
02.11.1237;Pflaster Ökopflaster 10 cm liefern & verlegen;Pflasterdecke Ökopflaster 10 cm, Bettung 4 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 37, Segment 487. Ausführung nach DIN 1045‑2, DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;34.43;Pflaster
03.08.1238;Ortbeton C40/50 herstellen;Ortbetonbauteil in Klasse C40/50, Expositionsklasse XF3, Sichtklasse ohne Sichtanforderung. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 34, Segment 117. Ausführung gem. DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;52.01;Betonbau
04.12.1239;Entwässerungsleitung DN150 PP-HM;Entwässerungsleitung DN160 aus Steinzeug mit Gefälle 1.49 %, Bettung und Abdeckung gem. EN 1610. Reinigungsöffnungen, Druckprüfung. Abschnitt 6, Segment 168. Ausführung nach DIN 1045‑2, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;68.88;Entwässerung
05.01.1240;Kabeltrasse NYY-J 5x10 herstellen;Kabeltrasse H07RN-F 5G16 mit Betonplatte, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 1, Segment 152. Dokumentation gem. DAfStb-Richtlinie, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;11.1;Kabelbau
06.01.1241;Erdarbeiten Aushub bis 1.87 m;Erdarbeiten: Aushub bis 1.62 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 30, Segment 11. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;17.49;Erdarbeiten
07.09.1242;Leitung DN180 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus Stahl S235 in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 45, Segment 133. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;64.45;Leitungen
08.01.1243;Fertigteilschacht DN2000 setzen;Fertigteilschacht DN1500, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 48, Segment 47. Ausführung gem. DIN 18300, DIN 4124. Abrechnung pro St. Nachweis: Messprotokoll.;St;285.54;Schachtbau
09.04.1244;Asphalteinbau SMA 8 S 7 cm;Asphalteinbau: PA 11 Dicke 3 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 27, Segment 359. Verdichtung und Ebenheit nach DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;9.56;Straßenbau
10.06.1245;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Betonplatte 6 cm, Bettung 6 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 40, Segment 10. Ausführung nach DIN 18300, DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;13.78;Pflaster
11.04.1246;Ortbeton C30/37 herstellen;Ortbetonbauteil in Klasse C50/60, Expositionsklasse XC3, Sichtklasse ohne Sichtanforderung. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 28, Segment 414. Ausführung gem. DIN 1045‑2, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;46.23;Betonbau
12.02.1247;Entwässerungsleitung DN500 Steinzeug;Entwässerungsleitung DN500 aus Beton mit Gefälle 2.9 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Druckprüfung. Abschnitt 33, Segment 231. Ausführung nach DIN 18300, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;62.33;Entwässerung
01.01.1248;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NYY-J 3x50 mit Sandbettung, Sandbettung ≥10 cm, Warnband. Streckenkilometer. Abschnitt 25, Segment 206. Dokumentation gem. DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;66.36;Kabelbau
02.04.1249;Erdarbeiten Aushub bis 2.96 m;Erdarbeiten: Aushub bis 1.23 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 34, Segment 303. Ausführung nach DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;29.07;Erdarbeiten
03.06.1250;Leitung DN225 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN315 aus GfK in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 18, Segment 330. Dichtheitsprüfung gemäß DIN 18300, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;44.41;Leitungen
04.10.1251;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN600, Tiefe 2 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 43, Segment 437. Ausführung gem. DIN EN 206, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;1397.25;Schachtbau
05.03.1252;Asphalteinbau PA 11 3 cm;Asphalteinbau: PA 11 Dicke 9 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 37, Segment 77. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 18300, DIN 4124. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;26.95;Straßenbau
06.06.1253;Pflaster Natursteinplatte 3 cm liefern & verlegen;Pflasterdecke Basalt-Mosaik, Bettung 5 cm, Tragschicht 12 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 15, Segment 70. Ausführung nach DAfStb-Richtlinie, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Fotoprotokoll.;m²;37.3;Pflaster
07.07.1254;Ortbeton C35/45 herstellen;Ortbetonbauteil in Klasse C25/30, Expositionsklasse XF3, Sichtklasse SB1. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 8, Segment 451. Ausführung gem. DIN 1045‑2, DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;38.21;Betonbau
08.07.1255;Entwässerungsleitung DN600 PP-HM;Entwässerungsleitung DN200 aus KG mit Gefälle 2.32 %, Bettung und Abdeckung gem. EN 1610. Rückstauklappen, TV-Inspektion. Abschnitt 9, Segment 179. Ausführung nach DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;20.16;Entwässerung
09.01.1256;Kabeltrasse NYY-J 3x50 herstellen;Kabeltrasse H07RN-F 5G16 mit Doppelrohr DN125, Sandbettung ≥20 cm, Warnband. Markerband. Abschnitt 13, Segment 489. Dokumentation gem. DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;76.65;Kabelbau
10.05.1257;Erdarbeiten Aushub bis 1.23 m;Erdarbeiten: Aushub bis 2.17 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 50, Segment 486. Ausführung nach DIN 1045‑2, DIN 18300. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;41.76;Erdarbeiten
11.04.1258;Leitung DN75 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN75 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 323. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;43.39;Leitungen
12.10.1259;Fertigteilschacht DN1000 setzen;Fertigteilschacht DN800, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 34, Segment 371. Ausführung gem. DIN 1998, TL SoB‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;366.14;Schachtbau
01.06.1260;Asphalteinbau SMA 8 S 11 cm;Asphalteinbau: SMA 11 S Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Flächenverdichtung. Abschnitt 49, Segment 52. Verdichtung und Ebenheit nach TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;31.0;Straßenbau
02.03.1261;Pflaster Betonpflaster 8 cm liefern & verlegen;Pflasterdecke Granitpflaster 8/10, Bettung 4 cm, Tragschicht 18 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 33, Segment 243. Ausführung nach DIN 18300, DIN 1998, DIN EN 1610. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;40.8;Pflaster
03.09.1262;Ortbeton C30/37 herstellen;Ortbetonbauteil in Klasse C45/55, Expositionsklasse XC2, Sichtklasse ohne Sichtanforderung. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 39, Segment 400. Ausführung gem. DIN 1045‑2, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;40.42;Betonbau
04.03.1263;Entwässerungsleitung DN250 Beton;Entwässerungsleitung DN600 aus Beton mit Gefälle 1.22 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Dichtheitsprüfung. Abschnitt 35, Segment 254. Ausführung nach DIN 18300, DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;37.91;Entwässerung
05.12.1264;Kabeltrasse H07RN-F 5G16 herstellen;Kabeltrasse NYY-J 5x10 mit Doppelrohr DN125, Sandbettung ≥25 cm, Warnband. Schachtbeschriftung. Abschnitt 22, Segment 301. Dokumentation gem. DIN 18300, DIN 4124. Abrechnung nach m. Nachweis: As‑Built.;m;10.41;Kabelbau
06.07.1265;Erdarbeiten Aushub bis 0.89 m;Erdarbeiten: Aushub bis 1.84 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 7, Segment 371. Ausführung nach DIN 1998, DIN 4124, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;48.37;Erdarbeiten
07.01.1266;Leitung DN40 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN125 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 42, Segment 316. Dichtheitsprüfung gemäß DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;28.7;Leitungen
08.03.1267;Fertigteilschacht DN800 setzen;Fertigteilschacht DN800, Tiefe 3 m, Fundament, Konus, Steigeisen, Abdeckung Kl. F900. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 13, Segment 334. Ausführung gem. DAfStb-Richtlinie, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Fotoprotokoll.;St;1087.88;Schachtbau
09.03.1268;Asphalteinbau SMA 11 S 6 cm;Asphalteinbau: AC 22 T S Dicke 6 cm, Binderschicht/Tragschicht entsprechend ZTV. Nähte heiß. Abschnitt 19, Segment 84. Verdichtung und Ebenheit nach DIN 1998, DIN EN 1610, DIN EN 206. Abrechnung nach m². Nachweis: As‑Built.;m²;33.01;Straßenbau
10.08.1269;Pflaster Basalt-Mosaik liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 6 cm, Tragschicht 20 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 47, Segment 498. Ausführung nach DIN 18300, DIN 4124. Abrechnung nach m². Nachweis: Materialzertifikate.;m²;9.1;Pflaster
11.12.1270;Ortbeton C25/30 herstellen;Ortbetonbauteil in Klasse C40/50, Expositionsklasse XA1, Sichtklasse SB1. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 12, Segment 78. Ausführung gem. DIN 1998, DIN EN 1610. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;60.0;Betonbau
12.06.1271;Entwässerungsleitung DN1000 Steinzeug;Entwässerungsleitung DN315 aus Steinzeug mit Gefälle 0.56 %, Bettung und Abdeckung gem. EN 1610. Sandfang, Druckprüfung. Abschnitt 40, Segment 79. Ausführung nach DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;38.65;Entwässerung
01.08.1272;Kabeltrasse NA2XS(F)2Y 1x240 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Markerband. Abschnitt 24, Segment 387. Dokumentation gem. DAfStb-Richtlinie, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;78.51;Kabelbau
02.02.1273;Erdarbeiten Aushub bis 2.04 m;Erdarbeiten: Aushub bis 1.68 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 29, Segment 382. Ausführung nach DAfStb-Richtlinie, DIN 4124, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;54.23;Erdarbeiten
03.08.1274;Leitung DN63 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN63 aus Stahl S235 in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 26, Segment 185. Dichtheitsprüfung gemäß DIN 1045‑2, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;37.16;Leitungen
04.07.1275;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1000, Tiefe 6 m, Fundament, Konus, Steigeisen, Abdeckung Kl. D400. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 19, Segment 439. Ausführung gem. DIN 18300, ZTV Pflaster‑StB. Abrechnung pro St. Nachweis: Prüfzeugnisse.;St;1228.02;Schachtbau
05.03.1276;Asphalteinbau SMA 11 S 3 cm;Asphalteinbau: PA 11 Dicke 5 cm, Binderschicht/Tragschicht entsprechend ZTV. Kantenbearbeitung. Abschnitt 28, Segment 347. Verdichtung und Ebenheit nach DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m². Nachweis: As‑Built.;m²;10.48;Straßenbau
06.02.1277;Pflaster Rasengitterstein 10 cm liefern & verlegen;Pflasterdecke Granit Großpflaster 14/17, Bettung 6 cm, Tragschicht 16 cm, Fugenverfüllung und Abrütteln. Randsteine setzen. Abschnitt 47, Segment 374. Ausführung nach DAfStb-Richtlinie, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m². Nachweis: Prüfzeugnisse.;m²;34.69;Pflaster
07.12.1278;Ortbeton C35/45 herstellen;Ortbetonbauteil in Klasse C50/60, Expositionsklasse XA2, Sichtklasse SB3. Schalung, Bewehrung, Einbau, Verdichtung, Nachbehandlung. Abschnitt 16, Segment 182. Ausführung gem. DIN 1045‑2, DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;49.49;Betonbau
08.10.1279;Entwässerungsleitung DN250 KG;Entwässerungsleitung DN500 aus Steinzeug mit Gefälle 2.76 %, Bettung und Abdeckung gem. EN 1610. Kontrollschächte, Dichtheitsprüfung. Abschnitt 4, Segment 127. Ausführung nach DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;68.82;Entwässerung
09.07.1280;Kabeltrasse N2XY 4x25 herstellen;Kabeltrasse NA2XS(F)2Y 1x240 mit Sandbettung, Sandbettung ≥25 cm, Warnband. Streckenkilometer. Abschnitt 39, Segment 148. Dokumentation gem. DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;71.0;Kabelbau
10.04.1281;Erdarbeiten Aushub bis 1.15 m;Erdarbeiten: Aushub bis 1.29 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 31, Segment 223. Ausführung nach DIN 1045‑2, DIN 1998, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;37.42;Erdarbeiten
11.05.1282;Leitung DN110 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus GfK in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 16, Segment 422. Dichtheitsprüfung gemäß DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;57.8;Leitungen
12.02.1283;Fertigteilschacht DN800 setzen;Fertigteilschacht DN1200, Tiefe 5 m, Fundament, Konus, Steigeisen, Abdeckung Kl. E600. Zu-/Abläufe einbinden, Fugen abdichten. Abschnitt 16, Segment 435. Ausführung gem. DIN 1045‑2, DIN EN 206, TL SoB‑StB. Abrechnung pro St. Nachweis: As‑Built.;St;179.54;Schachtbau
01.05.1284;Asphalteinbau AC 22 T S 7 cm;Asphalteinbau: Gussasphalt GA 11 Dicke 4 cm, Binderschicht/Tragschicht entsprechend ZTV. Anrampungen. Abschnitt 6, Segment 402. Verdichtung und Ebenheit nach DIN 18300, DIN EN 1610. Abrechnung nach m². Nachweis: Messprotokoll.;m²;14.42;Straßenbau
