Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
07.08.3450;Leitung DN90 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN75 aus PP-HM in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 31, Segment 133. Dichtheitsprüfung gemäß DIN 18300, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;28.8;Leitungen
03.03.3458;Leitung DN125 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN90 aus PE100-RC in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 21, Segment 161. Dichtheitsprüfung gemäß DIN 18300, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;4.55;Leitungen
11.04.3466;Leitung DN355 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PP-HM in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 36, Segment 130. Dichtheitsprüfung gemäß DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;53.96;Leitungen
07.03.3474;Leitung DN200 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN50 aus GfK in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 4, Segment 301. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;39.71;Leitungen
03.01.3482;Leitung DN40 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PP-HM in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 30, Segment 288. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300. Abrechnung nach m. Nachweis: Messprotokoll.;m;10.12;Leitungen
11.07.3490;Leitung DN63 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN63 aus Stahl S235 in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 32, Segment 34. Dichtheitsprüfung gemäß DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;72.75;Leitungen
07.04.3498;Leitung DN200 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus PP-HM in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 2, Segment 123. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;34.14;Leitungen
03.06.3506;Leitung DN200 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus PVC-U in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 24, Segment 419. Dichtheitsprüfung gemäß DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;10.93;Leitungen
11.07.3514;Leitung DN400 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus GfK in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 8, Segment 494. Dichtheitsprüfung gemäß DIN 1998, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;29.93;Leitungen
07.11.3522;Leitung DN75 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus PP-HM in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 39, Segment 387. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;16.35;Leitungen
03.09.3530;Leitung DN90 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus PP-HM in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 24, Segment 179. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;46.43;Leitungen
11.10.3538;Leitung DN225 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN50 aus GGG in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 46, Segment 434. Dichtheitsprüfung gemäß DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;79.21;Leitungen
07.03.3546;Leitung DN90 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus PVC-U in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 32, Segment 379. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;9.74;Leitungen
03.08.3554;Leitung DN400 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus GfK in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 149. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;16.65;Leitungen
11.01.3562;Leitung DN75 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 29, Segment 36. Dichtheitsprüfung gemäß DIN EN 1610, TL SoB‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;9.5;Leitungen
07.02.3570;Leitung DN90 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus PVC-U in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 24, Segment 196. Dichtheitsprüfung gemäß DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;57.42;Leitungen
03.08.3578;Leitung DN280 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus Stahl S235 in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 38, Segment 297. Dichtheitsprüfung gemäß TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;54.64;Leitungen
11.11.3586;Leitung DN125 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus Stahl S235 in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 4, Segment 358. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;27.52;Leitungen
07.09.3594;Leitung DN63 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN40 aus Stahl S235 in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 12, Segment 41. Dichtheitsprüfung gemäß DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;8.4;Leitungen
03.11.3602;Leitung DN400 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus PE100-RC in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 18, Segment 109. Dichtheitsprüfung gemäß DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;59.88;Leitungen
11.08.3610;Leitung DN200 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN315 aus PE100-RC in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 47, Segment 386. Dichtheitsprüfung gemäß DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;62.6;Leitungen
07.03.3618;Leitung DN40 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus GGG in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 280. Dichtheitsprüfung gemäß DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;36.43;Leitungen
03.07.3626;Leitung DN32 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus PE100-RC in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 18, Segment 313. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1998. Abrechnung nach m. Nachweis: As‑Built.;m;57.8;Leitungen
11.04.3634;Leitung DN110 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus Stahl S235 in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 13, Segment 199. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;75.96;Leitungen
07.01.3642;Leitung DN180 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 20, Segment 304. Dichtheitsprüfung gemäß DIN 4124, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;30.56;Leitungen
03.05.3650;Leitung DN225 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus PE100-RC in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 30, Segment 405. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 18300, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;32.87;Leitungen
11.04.3658;Leitung DN75 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus GfK in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 37, Segment 60. Dichtheitsprüfung gemäß DIN 1998, TL SoB‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;85.6;Leitungen
07.06.3666;Leitung DN40 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus Stahl S235 in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 29, Segment 100. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;59.8;Leitungen
03.03.3674;Leitung DN50 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN75 aus Stahl S235 in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 17, Segment 381. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN EN 1610. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;21.7;Leitungen
11.10.3682;Leitung DN280 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus GGG in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 41, Segment 401. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 18300, DIN 1998. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;22.25;Leitungen
07.08.3690;Leitung DN50 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus PP-HM in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 3, Segment 400. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;82.9;Leitungen
03.12.3698;Leitung DN315 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus GGG in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 269. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;64.51;Leitungen
11.11.3706;Leitung DN75 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus PE100-RC in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 46, Segment 384. Dichtheitsprüfung gemäß DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;60.74;Leitungen
07.04.3714;Leitung DN40 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus Stahl S235 in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 34, Segment 394. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;34.06;Leitungen
03.10.3722;Leitung DN90 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN125 aus GGG in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 20, Segment 245. Dichtheitsprüfung gemäß DIN EN 1610, DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;48.53;Leitungen
11.12.3730;Leitung DN75 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN315 aus GfK in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 33, Segment 385. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 1998, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;76.91;Leitungen
07.09.3738;Leitung DN400 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PP-HM in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 29, Segment 302. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN EN 1610, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;46.55;Leitungen
03.12.3746;Leitung DN200 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN63 aus PVC-U in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 24, Segment 172. Dichtheitsprüfung gemäß DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: Messprotokoll.;m;89.03;Leitungen
11.06.3754;Leitung DN180 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus GGG in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 32, Segment 248. Dichtheitsprüfung gemäß DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;71.17;Leitungen
07.05.3762;Leitung DN32 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus PVC-U in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 14, Segment 125. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: As‑Built.;m;25.02;Leitungen
03.07.3770;Leitung DN110 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN315 aus PVC-U in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 28, Segment 465. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 1045‑2, DIN 1998, DIN EN 206. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;18.18;Leitungen
11.07.3778;Leitung DN250 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus PVC-U in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 31, Segment 381. Dichtheitsprüfung gemäß DIN 18300, DIN 1998, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;17.49;Leitungen
07.11.3786;Leitung DN200 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN160 aus GfK in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 32, Segment 354. Dichtheitsprüfung gemäß DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;23.57;Leitungen
03.07.3794;Leitung DN40 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus PE100-RC in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 18, Segment 164. Dichtheitsprüfung gemäß DIN 1998, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;15.36;Leitungen
11.12.3802;Leitung DN280 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN40 aus PP-HM in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 16, Segment 12. Dichtheitsprüfung gemäß DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;58.56;Leitungen
07.09.3810;Leitung DN90 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus PE100-RC in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 34, Segment 374. Dichtheitsprüfung gemäß DIN 18300, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;47.96;Leitungen
03.09.3818;Leitung DN125 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus PVC-U in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 37, Segment 268. Dichtheitsprüfung gemäß DIN EN 1610, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;49.89;Leitungen
11.10.3826;Leitung DN250 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus GfK in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 3, Segment 353. Dichtheitsprüfung gemäß DAfStb-Richtlinie, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;85.96;Leitungen
07.12.3834;Leitung DN32 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus PVC-U in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 37, Segment 72. Dichtheitsprüfung gemäß DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;63.67;Leitungen
03.06.3842;Leitung DN355 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN200 aus PVC-U in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 17, Segment 268. Dichtheitsprüfung gemäß DIN 18300, DIN EN 1610. Abrechnung nach m. Nachweis: Materialzertifikate.;m;25.14;Leitungen
11.08.3850;Leitung DN280 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus Stahl S235 in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 25, Segment 354. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, DIN 4124, DIN EN 1610. Abrechnung nach m. Nachweis: As‑Built.;m;22.31;Leitungen
07.05.3858;Leitung DN50 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus PVC-U in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 22. Dichtheitsprüfung gemäß DIN 1045‑2, DIN 1998, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;83.97;Leitungen
03.05.3866;Leitung DN180 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN225 aus PVC-U in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 34, Segment 361. Dichtheitsprüfung gemäß DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Messprotokoll.;m;51.29;Leitungen
11.04.3874;Leitung DN90 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus GfK in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 1, Segment 317. Dichtheitsprüfung gemäß DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m. Nachweis: Messprotokoll.;m;61.2;Leitungen
07.11.3882;Leitung DN32 PVC-U verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus PVC-U in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 36, Segment 78. Dichtheitsprüfung gemäß DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;27.0;Leitungen
03.07.3890;Leitung DN125 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus GGG in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 13, Segment 225. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;21.54;Leitungen
11.03.3898;Leitung DN400 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN355 aus GGG in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 42, Segment 105. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;6.23;Leitungen
07.01.3906;Leitung DN355 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus GfK in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 3, Segment 123. Dichtheitsprüfung gemäß DIN 1998, DIN 4124, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;18.22;Leitungen
03.08.3914;Leitung DN180 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN90 aus PE100-RC in Sandbettung (≥20 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 44, Segment 384. Dichtheitsprüfung gemäß TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Materialzertifikate.;m;29.38;Leitungen
11.04.3922;Leitung DN280 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus PE100-RC in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 37, Segment 363. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;20.11;Leitungen
07.08.3930;Leitung DN160 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus PE100-RC in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 4, Segment 92. Dichtheitsprüfung gemäß DIN 1045‑2, DIN EN 1610, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;34.6;Leitungen
03.01.3938;Leitung DN40 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN400 aus PE100-RC in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 17, Segment 55. Dichtheitsprüfung gemäß DIN 4124, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;42.37;Leitungen
11.11.3946;Leitung DN200 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PVC-U in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 34, Segment 377. Dichtheitsprüfung gemäß DIN 18300, DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Prüfzeugnisse.;m;54.9;Leitungen
07.11.3954;Leitung DN180 Stahl S235 verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PP-HM in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 4, Segment 337. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 18300, DIN 4124, DIN EN 206. Abrechnung nach m. Nachweis: Materialzertifikate.;m;24.14;Leitungen
03.08.3962;Leitung DN400 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN180 aus GGG in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 32, Segment 20. Dichtheitsprüfung gemäß DIN 18300, DIN 4124, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;84.02;Leitungen
11.12.3970;Leitung DN75 GfK verlegen;Liefern und Verlegen einer Rohrleitung DN280 aus Stahl S235 in Sandbettung (≥30 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 14, Segment 186. Dichtheitsprüfung gemäß DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;62.94;Leitungen
07.02.3978;Leitung DN180 PP-HM verlegen;Liefern und Verlegen einer Rohrleitung DN32 aus PVC-U in Sandbettung (≥10 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 25, Segment 411. Dichtheitsprüfung gemäß DIN EN 206, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;22.96;Leitungen
03.07.3986;Leitung DN400 GGG verlegen;Liefern und Verlegen einer Rohrleitung DN110 aus GfK in Sandbettung (≥15 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 26, Segment 79. Dichtheitsprüfung gemäß DAfStb-Richtlinie, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m. Nachweis: Fotoprotokoll.;m;53.8;Leitungen
11.09.3994;Leitung DN250 PE100-RC verlegen;Liefern und Verlegen einer Rohrleitung DN250 aus PP-HM in Sandbettung (≥25 cm), Verdichtung, Formstücke, Abzweige und Oberflächenwiederherstellung. Abschnitt 26, Segment 470. Dichtheitsprüfung gemäß DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m. Nachweis: As‑Built.;m;50.74;Leitungen
