Positionsnummer;Kurztext;Langtext;Einheit;Preis;Kategorie
10.03.3273;Erdarbeiten Aushub bis 1.69 m;Erdarbeiten: Aushub bis 1.68 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 21, Segment 188. Ausführung nach DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;12.85;Erdarbeiten
06.11.3281;Erdarbeiten Aushub bis 2.33 m;Erdarbeiten: Aushub bis 1.18 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 17, Segment 9. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;15.73;Erdarbeiten
02.10.3289;Erdarbeiten Aushub bis 0.84 m;Erdarbeiten: Aushub bis 1.71 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 38, Segment 374. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;55.69;Erdarbeiten
10.05.3297;Erdarbeiten Aushub bis 2.15 m;Erdarbeiten: Aushub bis 2.4 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 3, Segment 317. Ausführung nach DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;45.9;Erdarbeiten
06.03.3305;Erdarbeiten Aushub bis 2.29 m;Erdarbeiten: Aushub bis 2.82 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 12, Segment 48. Ausführung nach DIN 18300, DIN 4124, DIN EN 1610, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;21.05;Erdarbeiten
02.12.3313;Erdarbeiten Aushub bis 2.91 m;Erdarbeiten: Aushub bis 1.57 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 23, Segment 172. Ausführung nach DIN 18300, DIN 1998, DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;42.6;Erdarbeiten
10.11.3321;Erdarbeiten Aushub bis 2.61 m;Erdarbeiten: Aushub bis 2.1 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 27, Segment 208. Ausführung nach DIN 18300, DIN 4124, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;39.2;Erdarbeiten
06.08.3329;Erdarbeiten Aushub bis 2.51 m;Erdarbeiten: Aushub bis 2.94 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 4, Segment 237. Ausführung nach DIN 18300, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;30.36;Erdarbeiten
02.10.3337;Erdarbeiten Aushub bis 1.4 m;Erdarbeiten: Aushub bis 0.95 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 20, Segment 126. Ausführung nach DIN 1045‑2, DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;53.33;Erdarbeiten
10.08.3345;Erdarbeiten Aushub bis 1.79 m;Erdarbeiten: Aushub bis 1.3 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 20, Segment 248. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;50.09;Erdarbeiten
06.12.3353;Erdarbeiten Aushub bis 1.37 m;Erdarbeiten: Aushub bis 1.34 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 42, Segment 409. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;38.93;Erdarbeiten
02.05.3361;Erdarbeiten Aushub bis 2.07 m;Erdarbeiten: Aushub bis 2.13 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 8, Segment 45. Ausführung nach DIN 18300, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;28.91;Erdarbeiten
10.10.3369;Erdarbeiten Aushub bis 2.75 m;Erdarbeiten: Aushub bis 1.77 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 42, Segment 240. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;39.96;Erdarbeiten
06.10.3377;Erdarbeiten Aushub bis 2.58 m;Erdarbeiten: Aushub bis 1.16 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 23, Segment 118. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;27.86;Erdarbeiten
02.05.3385;Erdarbeiten Aushub bis 2.34 m;Erdarbeiten: Aushub bis 2.66 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 39, Segment 11. Ausführung nach DIN 1998, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;58.5;Erdarbeiten
10.11.3393;Erdarbeiten Aushub bis 2.48 m;Erdarbeiten: Aushub bis 2.73 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 20, Segment 366. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN EN 1610, DIN EN 206. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;56.46;Erdarbeiten
06.09.3401;Erdarbeiten Aushub bis 2.33 m;Erdarbeiten: Aushub bis 1.21 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 23, Segment 101. Ausführung nach DIN 1045‑2, DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;34.53;Erdarbeiten
02.11.3409;Erdarbeiten Aushub bis 1.45 m;Erdarbeiten: Aushub bis 2.92 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 7, Segment 275. Ausführung nach DIN EN 1610, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;51.1;Erdarbeiten
10.10.3417;Erdarbeiten Aushub bis 2.62 m;Erdarbeiten: Aushub bis 0.99 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 47, Segment 106. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;21.6;Erdarbeiten
06.06.3425;Erdarbeiten Aushub bis 2.35 m;Erdarbeiten: Aushub bis 1.31 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 16, Segment 87. Ausführung nach DIN EN 1610, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;37.03;Erdarbeiten
02.04.3433;Erdarbeiten Aushub bis 1.25 m;Erdarbeiten: Aushub bis 2.86 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 15, Segment 438. Ausführung nach DIN 1045‑2, DIN 18300, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;16.76;Erdarbeiten
10.10.3441;Erdarbeiten Aushub bis 2.13 m;Erdarbeiten: Aushub bis 2.26 m, Bodenklasse felsig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 30, Segment 409. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;22.28;Erdarbeiten
06.12.3449;Erdarbeiten Aushub bis 2.04 m;Erdarbeiten: Aushub bis 1.61 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 3, Segment 155. Ausführung nach DIN 18300, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;54.97;Erdarbeiten
02.01.3457;Erdarbeiten Aushub bis 1.18 m;Erdarbeiten: Aushub bis 2.84 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 34, Segment 131. Ausführung nach DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;51.46;Erdarbeiten
10.07.3465;Erdarbeiten Aushub bis 2.75 m;Erdarbeiten: Aushub bis 2.62 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 15, Segment 133. Ausführung nach DIN EN 1610, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;36.95;Erdarbeiten
06.02.3473;Erdarbeiten Aushub bis 2.05 m;Erdarbeiten: Aushub bis 1.96 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 30, Segment 299. Ausführung nach DIN 1998, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;31.84;Erdarbeiten
02.09.3481;Erdarbeiten Aushub bis 2.23 m;Erdarbeiten: Aushub bis 0.87 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 48, Segment 330. Ausführung nach DIN 1045‑2, DIN 1998, DIN EN 206. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;25.14;Erdarbeiten
10.11.3489;Erdarbeiten Aushub bis 2.72 m;Erdarbeiten: Aushub bis 2.19 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 25, Segment 347. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;38.25;Erdarbeiten
06.02.3497;Erdarbeiten Aushub bis 2.98 m;Erdarbeiten: Aushub bis 1.4 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 10, Segment 482. Ausführung nach DIN 18300, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;12.44;Erdarbeiten
02.03.3505;Erdarbeiten Aushub bis 2.57 m;Erdarbeiten: Aushub bis 1.5 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 28, Segment 389. Ausführung nach DIN 1045‑2, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;45.85;Erdarbeiten
10.06.3513;Erdarbeiten Aushub bis 1.45 m;Erdarbeiten: Aushub bis 2.1 m, Bodenklasse BK 2–3, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 15, Segment 196. Ausführung nach DIN 4124, DIN EN 1610, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;22.87;Erdarbeiten
06.01.3521;Erdarbeiten Aushub bis 1.34 m;Erdarbeiten: Aushub bis 2.88 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 27, Segment 391. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;41.48;Erdarbeiten
02.01.3529;Erdarbeiten Aushub bis 1.74 m;Erdarbeiten: Aushub bis 2.8 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 45, Segment 285. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 1998. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;23.13;Erdarbeiten
10.10.3537;Erdarbeiten Aushub bis 1.73 m;Erdarbeiten: Aushub bis 2.39 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 3, Segment 408. Ausführung nach DIN 4124, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;24.61;Erdarbeiten
06.05.3545;Erdarbeiten Aushub bis 1.97 m;Erdarbeiten: Aushub bis 2.25 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 39, Segment 84. Ausführung nach DIN 1998, DIN EN 206, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;35.99;Erdarbeiten
02.05.3553;Erdarbeiten Aushub bis 2.26 m;Erdarbeiten: Aushub bis 2.03 m, Bodenklasse BK 2–3, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 5, Segment 78. Ausführung nach DIN 1998, DIN 4124, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;54.53;Erdarbeiten
10.01.3561;Erdarbeiten Aushub bis 2.95 m;Erdarbeiten: Aushub bis 1.14 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 18, Segment 12. Ausführung nach DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;39.27;Erdarbeiten
06.10.3569;Erdarbeiten Aushub bis 0.93 m;Erdarbeiten: Aushub bis 0.89 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 21, Segment 8. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN EN 206. Abrechnung nach m³. Nachweis: As‑Built.;m³;64.3;Erdarbeiten
02.05.3577;Erdarbeiten Aushub bis 1.99 m;Erdarbeiten: Aushub bis 0.85 m, Bodenklasse felsig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 31, Segment 126. Ausführung nach DIN EN 1610, DIN EN 206. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;31.97;Erdarbeiten
10.05.3585;Erdarbeiten Aushub bis 2.12 m;Erdarbeiten: Aushub bis 0.97 m, Bodenklasse BK 3–5, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 42, Segment 201. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, DIN 18300, DIN EN 1610. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;46.16;Erdarbeiten
06.03.3593;Erdarbeiten Aushub bis 2.06 m;Erdarbeiten: Aushub bis 2.5 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 37, Segment 118. Ausführung nach DIN 1045‑2, DIN 1998, DIN 4124, DIN EN 206. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;19.14;Erdarbeiten
02.10.3601;Erdarbeiten Aushub bis 1.25 m;Erdarbeiten: Aushub bis 2.36 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 30, Segment 289. Ausführung nach DIN 18300, DIN 1998, DIN EN 1610, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;50.93;Erdarbeiten
10.05.3609;Erdarbeiten Aushub bis 1.7 m;Erdarbeiten: Aushub bis 2.83 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 9, Segment 54. Ausführung nach DIN 4124, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;38.16;Erdarbeiten
06.03.3617;Erdarbeiten Aushub bis 1.33 m;Erdarbeiten: Aushub bis 2.94 m, Bodenklasse bindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 14, Segment 280. Ausführung nach DIN 1045‑2, TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;16.33;Erdarbeiten
02.08.3625;Erdarbeiten Aushub bis 1.75 m;Erdarbeiten: Aushub bis 1.76 m, Bodenklasse bindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 11, Segment 421. Ausführung nach DIN 1998, DIN EN 206, TL SoB‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;57.66;Erdarbeiten
10.04.3633;Erdarbeiten Aushub bis 2.66 m;Erdarbeiten: Aushub bis 2.09 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 1, Segment 242. Ausführung nach DIN 1045‑2, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;47.74;Erdarbeiten
06.07.3641;Erdarbeiten Aushub bis 1.98 m;Erdarbeiten: Aushub bis 1.11 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 36, Segment 4. Ausführung nach DIN 18300, DIN 1998, DIN 4124, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: As‑Built.;m³;18.1;Erdarbeiten
02.01.3649;Erdarbeiten Aushub bis 0.92 m;Erdarbeiten: Aushub bis 1.59 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 30, Segment 461. Ausführung nach DAfStb-Richtlinie, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;53.07;Erdarbeiten
10.06.3657;Erdarbeiten Aushub bis 1.71 m;Erdarbeiten: Aushub bis 1.1 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 31, Segment 342. Ausführung nach DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;40.25;Erdarbeiten
06.07.3665;Erdarbeiten Aushub bis 2.68 m;Erdarbeiten: Aushub bis 0.97 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 42, Segment 192. Ausführung nach DIN 1045‑2, DIN EN 206, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;16.02;Erdarbeiten
02.09.3673;Erdarbeiten Aushub bis 2.89 m;Erdarbeiten: Aushub bis 1.24 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 5, Segment 126. Ausführung nach DIN 4124, TL SoB‑StB, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Prüfzeugnisse.;m³;64.33;Erdarbeiten
10.04.3681;Erdarbeiten Aushub bis 2.04 m;Erdarbeiten: Aushub bis 2.9 m, Bodenklasse felsig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 14, Segment 244. Ausführung nach DAfStb-Richtlinie, DIN 1045‑2, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;16.93;Erdarbeiten
06.06.3689;Erdarbeiten Aushub bis 0.99 m;Erdarbeiten: Aushub bis 2.67 m, Bodenklasse nichtbindig, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 49, Segment 495. Ausführung nach DIN 1998, DIN EN 1610, DIN EN 206, ZTV Asphalt‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;64.7;Erdarbeiten
02.05.3697;Erdarbeiten Aushub bis 2.45 m;Erdarbeiten: Aushub bis 1.25 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 16, Segment 443. Ausführung nach TL SoB‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;23.26;Erdarbeiten
10.01.3705;Erdarbeiten Aushub bis 2.08 m;Erdarbeiten: Aushub bis 1.13 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 34, Segment 284. Ausführung nach DIN 18300, DIN 1998, DIN 4124. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;41.38;Erdarbeiten
06.04.3713;Erdarbeiten Aushub bis 2.12 m;Erdarbeiten: Aushub bis 1.75 m, Bodenklasse nichtbindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 11, Segment 230. Ausführung nach DIN 1045‑2, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;62.46;Erdarbeiten
02.01.3721;Erdarbeiten Aushub bis 1.32 m;Erdarbeiten: Aushub bis 1.99 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 49, Segment 81. Ausführung nach DAfStb-Richtlinie, TL SoB‑StB. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;12.71;Erdarbeiten
10.08.3729;Erdarbeiten Aushub bis 2.76 m;Erdarbeiten: Aushub bis 1.74 m, Bodenklasse BK 3–5, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥98 % Proctor. Abschnitt 2, Segment 338. Ausführung nach DIN 1998, DIN EN 1610, ZTV Asphalt‑StB, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;31.38;Erdarbeiten
06.12.3737;Erdarbeiten Aushub bis 2.66 m;Erdarbeiten: Aushub bis 1.67 m, Bodenklasse BK 2–3, Verbau KS, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 49, Segment 117. Ausführung nach DAfStb-Richtlinie, DIN EN 206, ZTV Pflaster‑StB. Abrechnung nach m³. Nachweis: Messprotokoll.;m³;16.62;Erdarbeiten
02.11.3745;Erdarbeiten Aushub bis 0.83 m;Erdarbeiten: Aushub bis 1.35 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 23, Segment 142. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN EN 1610. Abrechnung nach m³. Nachweis: As‑Built.;m³;51.14;Erdarbeiten
10.04.3753;Erdarbeiten Aushub bis 2.68 m;Erdarbeiten: Aushub bis 0.94 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 13, Segment 268. Ausführung nach DAfStb-Richtlinie, DIN EN 206. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;45.05;Erdarbeiten
06.02.3761;Erdarbeiten Aushub bis 1.67 m;Erdarbeiten: Aushub bis 1.21 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 48, Segment 38. Ausführung nach DAfStb-Richtlinie, DIN 18300, DIN 1998, DIN EN 1610. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;21.39;Erdarbeiten
02.05.3769;Erdarbeiten Aushub bis 1.31 m;Erdarbeiten: Aushub bis 1.61 m, Bodenklasse BK 3–5, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥95 % Proctor. Abschnitt 21, Segment 46. Ausführung nach DAfStb-Richtlinie, DIN 1998, DIN EN 206. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;56.47;Erdarbeiten
10.05.3777;Erdarbeiten Aushub bis 1.27 m;Erdarbeiten: Aushub bis 2.98 m, Bodenklasse nichtbindig, Verbau Trägerbohlen, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥96 % Proctor. Abschnitt 25, Segment 166. Ausführung nach DIN 4124, DIN EN 1610. Abrechnung nach m³. Nachweis: Materialzertifikate.;m³;50.26;Erdarbeiten
06.05.3785;Erdarbeiten Aushub bis 2.37 m;Erdarbeiten: Aushub bis 1.01 m, Bodenklasse bindig, Böschung 1:1.5, Verladung/Transport/Wiedereinbau geeigneter Massen. Verdichtung ≥97 % Proctor. Abschnitt 35, Segment 149. Ausführung nach DIN 18300, DIN 1998, TL SoB‑StB. Abrechnung nach m³. Nachweis: Fotoprotokoll.;m³;39.04;Erdarbeiten
